id,size,actions,impact,feasibility,attractiveness,positive,negative
00,1,Clear and Accurate Invoices,1.1791555724610119,5,5.895777862305059,"","He stated they did not complete the job, the bolts still need to be tighen up - he also received a inaccurate bill.  (15445959)<BR/>",
01,2,Service Completed Successfully,6.203659816929484,5,31.01829908464742,"Steve stated that they diagnosed the problem and came back with proper parts the next day and fixed the problem.  (13204415)<BR/>Raymond said XXX Company was able to complete the repair correctly.  (14568954)<BR/>She stated they came and fixed it quick.  (15241684)<BR/>August stated that the mechanic fixed an on-going problem.  (13316015)<BR/>Shelia said they fixed the machine in a timely fashion.  (14788441)<BR/>Kevin stated XXX Company informed him of the issue, how they were going to fix the issue and quickly fixed the issue.  (14460212)<BR/>Mark stated that his repair was completed correctly.  (13708868)<BR/>Doyle said they got there and fixed it.  (15076260)<BR/>Cody stated that the service is well done, they support their equipment and they are knowledgeable.  (12553096)<BR/>","Ed stated the problem with the equipment was fixed.  (12926128)<BR/>",
01,2,Care and Respect from Technician,6.203659816929484,5,31.01829908464742,"Danny stated he has known the mechanic a long time, adding he is a good truck mechanic.  (12965008)<BR/>Bob said good mechanic.  (12660916)<BR/>","",
02,2,Service Completed Successfully,1.6736401673640167,5,8.368200836820083,"Steve stated that they diagnosed the problem and came back with proper parts the next day and fixed the problem.  (13204415)<BR/>Raymond said XXX Company was able to complete the repair correctly.  (14568954)<BR/>She stated they came and fixed it quick.  (15241684)<BR/>August stated that the mechanic fixed an on-going problem.  (13316015)<BR/>Shelia said they fixed the machine in a timely fashion.  (14788441)<BR/>Kevin stated XXX Company informed him of the issue, how they were going to fix the issue and quickly fixed the issue.  (14460212)<BR/>Mark stated that his repair was completed correctly.  (13708868)<BR/>Doyle said they got there and fixed it.  (15076260)<BR/>Cody stated that the service is well done, they support their equipment and they are knowledgeable.  (12553096)<BR/>","Ed stated the problem with the equipment was fixed.  (12926128)<BR/>",
02,2,Clear and Accurate Invoices,1.6736401673640167,5,8.368200836820083,"","He stated they did not complete the job, the bolts still need to be tighen up - he also received a inaccurate bill.  (15445959)<BR/>",
03,2,Service Completed Successfully,1.1067240261653604,5,5.533620130826802,"Steve stated that they diagnosed the problem and came back with proper parts the next day and fixed the problem.  (13204415)<BR/>Raymond said XXX Company was able to complete the repair correctly.  (14568954)<BR/>She stated they came and fixed it quick.  (15241684)<BR/>August stated that the mechanic fixed an on-going problem.  (13316015)<BR/>Shelia said they fixed the machine in a timely fashion.  (14788441)<BR/>Kevin stated XXX Company informed him of the issue, how they were going to fix the issue and quickly fixed the issue.  (14460212)<BR/>Mark stated that his repair was completed correctly.  (13708868)<BR/>Doyle said they got there and fixed it.  (15076260)<BR/>Cody stated that the service is well done, they support their equipment and they are knowledgeable.  (12553096)<BR/>","Ed stated the problem with the equipment was fixed.  (12926128)<BR/>",
03,2,Technician Knowledge and Expertise,1.1067240261653604,5,5.533620130826802,"Jacob said they were quick to respond, the field technician was knowledgeable, polite and took care of the problem.  (13448248)<BR/>Henry stated the technician was very knowledgeable and professional. He stated he did the diagnostic work in a timely manner.  (14245614)<BR/>Allen stated the technician was knowledgeable and professional. He stated he arrived very promptly.  (14149066)<BR/>","",
04,3,Service Completed Successfully,7.671928323221061,5,38.35964161610531,"Steve stated that they diagnosed the problem and came back with proper parts the next day and fixed the problem.  (13204415)<BR/>Raymond said XXX Company was able to complete the repair correctly.  (14568954)<BR/>She stated they came and fixed it quick.  (15241684)<BR/>August stated that the mechanic fixed an on-going problem.  (13316015)<BR/>Shelia said they fixed the machine in a timely fashion.  (14788441)<BR/>Kevin stated XXX Company informed him of the issue, how they were going to fix the issue and quickly fixed the issue.  (14460212)<BR/>Mark stated that his repair was completed correctly.  (13708868)<BR/>Doyle said they got there and fixed it.  (15076260)<BR/>Cody stated that the service is well done, they support their equipment and they are knowledgeable.  (12553096)<BR/>","Ed stated the problem with the equipment was fixed.  (12926128)<BR/>",
04,3,Clear and Accurate Invoices,7.671928323221061,5,38.35964161610531,"","He stated they did not complete the job, the bolts still need to be tighen up - he also received a inaccurate bill.  (15445959)<BR/>",
04,3,Care and Respect from Technician,7.671928323221061,5,38.35964161610531,"Danny stated he has known the mechanic a long time, adding he is a good truck mechanic.  (12965008)<BR/>Bob said good mechanic.  (12660916)<BR/>","",
05,3,Service Completed Successfully,7.1561293873432295,5,35.780646936716145,"Steve stated that they diagnosed the problem and came back with proper parts the next day and fixed the problem.  (13204415)<BR/>Raymond said XXX Company was able to complete the repair correctly.  (14568954)<BR/>She stated they came and fixed it quick.  (15241684)<BR/>August stated that the mechanic fixed an on-going problem.  (13316015)<BR/>Shelia said they fixed the machine in a timely fashion.  (14788441)<BR/>Kevin stated XXX Company informed him of the issue, how they were going to fix the issue and quickly fixed the issue.  (14460212)<BR/>Mark stated that his repair was completed correctly.  (13708868)<BR/>Doyle said they got there and fixed it.  (15076260)<BR/>Cody stated that the service is well done, they support their equipment and they are knowledgeable.  (12553096)<BR/>","Ed stated the problem with the equipment was fixed.  (12926128)<BR/>",
05,3,Technician Knowledge and Expertise,7.1561293873432295,5,35.780646936716145,"Jacob said they were quick to respond, the field technician was knowledgeable, polite and took care of the problem.  (13448248)<BR/>Henry stated the technician was very knowledgeable and professional. He stated he did the diagnostic work in a timely manner.  (14245614)<BR/>Allen stated the technician was knowledgeable and professional. He stated he arrived very promptly.  (14149066)<BR/>","",
05,3,Care and Respect from Technician,7.1561293873432295,5,35.780646936716145,"Danny stated he has known the mechanic a long time, adding he is a good truck mechanic.  (12965008)<BR/>Bob said good mechanic.  (12660916)<BR/>","",
