id,size,actions,impact,feasibility,attractiveness,positive,negative
00,1,Competitive Pricing,0.8,5,4.0,"Danny stated that the prices are competitive and they were quick in getting his parts to him. (12740706)<BR/>He said they are a Cat Dealer, good pricing, and with the new system, the parts are available in a timelier manner. (12542849)<BR/>","He stated that most of the time they know what you need and are quick. He stated that the prices are high. (13883354)<BR/>He said the pricing is high. (12445489)<BR/>",
01,2,Communication Quality,1.525,5,7.625,"He stated that the parts people respond well to questions that are asked and they do a good job finding the right parts. (14487438)<BR/>Gene stated the parts department has good communication. (12141712)<BR/>","",
01,2,Competitive Pricing,1.525,5,7.625,"Danny stated that the prices are competitive and they were quick in getting his parts to him. (12740706)<BR/>He said they are a Cat Dealer, good pricing, and with the new system, the parts are available in a timelier manner. (12542849)<BR/>","He stated that most of the time they know what you need and are quick. He stated that the prices are high. (13883354)<BR/>He said the pricing is high. (12445489)<BR/>",
02,2,Parts Availability,0.8,5,4.0,"XXX Company said that the parts that he needed were available; which was important. (14334996)<BR/>He said XXX Company is very convenient and the parts are available quickly. (12391026)<BR/>Mark said that they were very knowledgeable and the parts that he needed were available. (13882987)<BR/>He stated they keep their word and the parts are available. (12445311)<BR/>Paul stated the parts are available. (13342837)<BR/>","He said if parts are not available immediately they are ready by 7AM the following morning. (12445793)<BR/>",
02,2,Competitive Pricing,0.8,5,4.0,"Danny stated that the prices are competitive and they were quick in getting his parts to him. (12740706)<BR/>He said they are a Cat Dealer, good pricing, and with the new system, the parts are available in a timelier manner. (12542849)<BR/>","He stated that most of the time they know what you need and are quick. He stated that the prices are high. (13883354)<BR/>He said the pricing is high. (12445489)<BR/>",
03,3,Communication Quality,2.325,5,11.625,"He stated that the parts people respond well to questions that are asked and they do a good job finding the right parts. (14487438)<BR/>Gene stated the parts department has good communication. (12141712)<BR/>","",
03,3,Knowledgeable Staff,2.325,5,11.625,"He said thy have great service, quality parts, and employees are very knowledgeable. (12490833)<BR/>Roy said XXX Company provides good service, the parts staff is knowledgeable and dependable. (12542886)<BR/>","He stated lack of knowledge on the forestry equipment. (13837656)<BR/>",
03,3,Competitive Pricing,2.325,5,11.625,"Danny stated that the prices are competitive and they were quick in getting his parts to him. (12740706)<BR/>He said they are a Cat Dealer, good pricing, and with the new system, the parts are available in a timelier manner. (12542849)<BR/>","He stated that most of the time they know what you need and are quick. He stated that the prices are high. (13883354)<BR/>He said the pricing is high. (12445489)<BR/>",
04,3,Communication Quality,1.6,5,8.0,"He stated that the parts people respond well to questions that are asked and they do a good job finding the right parts. (14487438)<BR/>Gene stated the parts department has good communication. (12141712)<BR/>","",
04,3,Order Accuracy,1.6,5,8.0,"He stated they get their orders correct and on time. (12740371)<BR/>","",
