id,size,actions,impact,feasibility,attractiveness,positive,negative
00,1,Care and Respect From Staff,2.05009601649286,5,10.2504800824643,"He said the staff is helpful and a good group of people to work with. (12481315)<BR/>Brandon said XXX Company has good parts availability, friendly staff and good customer service. (12570065)<BR/>Doug said the parts staff was helpful and the service was expediate. (12436214)<BR/>Talbert stated the parts staff is helpful and they drop off parts to us quickly. (13460932)<BR/>Jason said the parts staff was very helpful in emailing over helpful information about the parts he needed. (12288799)<BR/>He stated that John Wurzback is a great guy goes above and beyond for him. (12383777)<BR/>He stated the service was good, good relationship with mechanics and parts department. (14584019)<BR/>Keith said the parts representatives are very knowledgeable and the will call counter is helpful. (12481234)<BR/>","",
01,1,Knowledgeable Staff,0.4367483775720481,5,2.1837418878602404,"Jimmy stated that the parts service is easy, convenient and the staff is knowledgeable. (12873176)<BR/>James stated the parts staff is very knowledgeable and friendly. (13732328)<BR/>David stated that the XXX Company parts personnel are very knowledgeable and helpful. (12436183)<BR/>","",
02,2,Care and Respect From Staff,2.7166328205746466,5,13.583164102873234,"He said the staff is helpful and a good group of people to work with. (12481315)<BR/>Brandon said XXX Company has good parts availability, friendly staff and good customer service. (12570065)<BR/>Doug said the parts staff was helpful and the service was expediate. (12436214)<BR/>Talbert stated the parts staff is helpful and they drop off parts to us quickly. (13460932)<BR/>Jason said the parts staff was very helpful in emailing over helpful information about the parts he needed. (12288799)<BR/>He stated that John Wurzback is a great guy goes above and beyond for him. (12383777)<BR/>He stated the service was good, good relationship with mechanics and parts department. (14584019)<BR/>Keith said the parts representatives are very knowledgeable and the will call counter is helpful. (12481234)<BR/>","",
02,2,Knowledgeable Staff,2.7166328205746466,5,13.583164102873234,"Jimmy stated that the parts service is easy, convenient and the staff is knowledgeable. (12873176)<BR/>James stated the parts staff is very knowledgeable and friendly. (13732328)<BR/>David stated that the XXX Company parts personnel are very knowledgeable and helpful. (12436183)<BR/>","",
03,2,Timely Parts Arrival,2.496061708360192,5,12.480308541800959,"Ashley stated that everything was exactly as ordered and received in a timely manner. (15402880)<BR/>Bob said filled order in a timely manner. (14115917)<BR/>Jennifer stated that there was a quick turnaround on her parts order. (15403009)<BR/>","Joe stated he has had orders not complete, not timely and he does not like the new computer system. (15403280)<BR/>He stated they have converted their computer system and they are having a hard time processing in orders. (15403489)<BR/>",
03,2,Care and Respect From Staff,2.496061708360192,5,12.480308541800959,"He said the staff is helpful and a good group of people to work with. (12481315)<BR/>Brandon said XXX Company has good parts availability, friendly staff and good customer service. (12570065)<BR/>Doug said the parts staff was helpful and the service was expediate. (12436214)<BR/>Talbert stated the parts staff is helpful and they drop off parts to us quickly. (13460932)<BR/>Jason said the parts staff was very helpful in emailing over helpful information about the parts he needed. (12288799)<BR/>He stated that John Wurzback is a great guy goes above and beyond for him. (12383777)<BR/>He stated the service was good, good relationship with mechanics and parts department. (14584019)<BR/>Keith said the parts representatives are very knowledgeable and the will call counter is helpful. (12481234)<BR/>","",
04,2,Care and Respect From Staff,2.1128860935676803,5,10.564430467838402,"He said the staff is helpful and a good group of people to work with. (12481315)<BR/>Brandon said XXX Company has good parts availability, friendly staff and good customer service. (12570065)<BR/>Doug said the parts staff was helpful and the service was expediate. (12436214)<BR/>Talbert stated the parts staff is helpful and they drop off parts to us quickly. (13460932)<BR/>Jason said the parts staff was very helpful in emailing over helpful information about the parts he needed. (12288799)<BR/>He stated that John Wurzback is a great guy goes above and beyond for him. (12383777)<BR/>He stated the service was good, good relationship with mechanics and parts department. (14584019)<BR/>Keith said the parts representatives are very knowledgeable and the will call counter is helpful. (12481234)<BR/>","",
04,2,Competitive Pricing,2.1128860935676803,5,10.564430467838402,"","Rick said XXX Company has high prices. (13873255)<BR/>He stated that their prices are too high. (13052511)<BR/>Steve said he likes XXX Company but the parts pricing is very high. (12383742)<BR/>",
05,2,Service Completed Successfully,2.0500960164928608,5,10.250480082464303,"He stated they were well manner and nice. (13873344)<BR/>Mike stated they are the only CAT dealer around, but that they do well. (13677489)<BR/>Steve said that their communication, knowledge and service was done well. (13873413)<BR/>He stated that they do everything well in his opinion. (14162241)<BR/>Charles stated that they did everyting well the only problem is their new system. (15403252)<BR/>","He stated that sometimes they don't do well as they have young personnel. (15117730)<BR/>Roth stated the time to get the parts not having the parts is what XXX Company didn't do well. (15402400)<BR/>",
05,2,Care and Respect From Staff,2.0500960164928608,5,10.250480082464303,"He said the staff is helpful and a good group of people to work with. (12481315)<BR/>Brandon said XXX Company has good parts availability, friendly staff and good customer service. (12570065)<BR/>Doug said the parts staff was helpful and the service was expediate. (12436214)<BR/>Talbert stated the parts staff is helpful and they drop off parts to us quickly. (13460932)<BR/>Jason said the parts staff was very helpful in emailing over helpful information about the parts he needed. (12288799)<BR/>He stated that John Wurzback is a great guy goes above and beyond for him. (12383777)<BR/>He stated the service was good, good relationship with mechanics and parts department. (14584019)<BR/>Keith said the parts representatives are very knowledgeable and the will call counter is helpful. (12481234)<BR/>","",
06,2,Service Completed Successfully,1.8170963341442865,5,9.085481670721432,"He stated they were well manner and nice. (13873344)<BR/>Mike stated they are the only CAT dealer around, but that they do well. (13677489)<BR/>Steve said that their communication, knowledge and service was done well. (13873413)<BR/>He stated that they do everything well in his opinion. (14162241)<BR/>Charles stated that they did everyting well the only problem is their new system. (15403252)<BR/>","He stated that sometimes they don't do well as they have young personnel. (15117730)<BR/>Roth stated the time to get the parts not having the parts is what XXX Company didn't do well. (15402400)<BR/>",
06,2,Knowledgeable Staff,1.8170963341442865,5,9.085481670721432,"Jimmy stated that the parts service is easy, convenient and the staff is knowledgeable. (12873176)<BR/>James stated the parts staff is very knowledgeable and friendly. (13732328)<BR/>David stated that the XXX Company parts personnel are very knowledgeable and helpful. (12436183)<BR/>","",
07,2,Timely Parts Arrival,1.6977824254913416,5,8.488912127456707,"Ashley stated that everything was exactly as ordered and received in a timely manner. (15402880)<BR/>Bob said filled order in a timely manner. (14115917)<BR/>Jennifer stated that there was a quick turnaround on her parts order. (15403009)<BR/>","Joe stated he has had orders not complete, not timely and he does not like the new computer system. (15403280)<BR/>He stated they have converted their computer system and they are having a hard time processing in orders. (15403489)<BR/>",
07,2,Knowledgeable Staff,1.6977824254913416,5,8.488912127456707,"Jimmy stated that the parts service is easy, convenient and the staff is knowledgeable. (12873176)<BR/>James stated the parts staff is very knowledgeable and friendly. (13732328)<BR/>David stated that the XXX Company parts personnel are very knowledgeable and helpful. (12436183)<BR/>","",
08,2,Order Accuracy,0.9411619967397655,5,4.705809983698828,"Bishop said an accurate filling of parts order would help. (14116096)<BR/>","Joe stated he has had orders not complete, not timely and he does not like the new computer system. (15403280)<BR/>",
08,2,Knowledgeable Staff,0.9411619967397655,5,4.705809983698828,"Jimmy stated that the parts service is easy, convenient and the staff is knowledgeable. (12873176)<BR/>James stated the parts staff is very knowledgeable and friendly. (13732328)<BR/>David stated that the XXX Company parts personnel are very knowledgeable and helpful. (12436183)<BR/>","",
09,2,Parts Availability,0.9411619967397655,5,4.705809983698828,"Dennis stated that he would recommend XXX Company because they personnel is very courteous, and knowledgeable about equipment. (12288760)<BR/>He stated that they keep a good inventory and have a good fill rate for parts. (12936586)<BR/>David stated the parts are available and they do not have to wait for them. (12254551)<BR/>Steve said XXX Company always takes care of him and the parts were available. (12436314)<BR/>David said the parts guys have knowledge, go out of their way to help, parts are available and overall service is great. (13731819)<BR/>He stated they are one of best vendors and parts are always available. He stated they give him great assistance. (14632264)<BR/>","Ray stated that this rating is due to the lack of inventory. (15117310)<BR/>",
09,2,Knowledgeable Staff,0.9411619967397655,5,4.705809983698828,"Jimmy stated that the parts service is easy, convenient and the staff is knowledgeable. (12873176)<BR/>James stated the parts staff is very knowledgeable and friendly. (13732328)<BR/>David stated that the XXX Company parts personnel are very knowledgeable and helpful. (12436183)<BR/>","",
