id,size,actions,impact,feasibility,attractiveness,positive,negative
00,2,Care and Respect From Staff,0.8113590263691683,5,4.056795131845842,"Jim stated the staff is very friendly and knowledgeable . They are always willing to help. (13888804)<BR/>Keith said they have good mechanics. (15272107)<BR/>He stated they are a good bunch of guys and they are knowledgable. (12845976)<BR/>Justin said that good guys there and they take care of his company. (12202004)<BR/>Ladd stated that they have parts in stock, a good staff to work with and he has been doing business with them for a longtime. (14036565)<BR/>He said they are prompt, friendly, and offer very good customer service. (12354681)<BR/>Dylan said that the guys are good and helpful. (12793650)<BR/>Jeff said that the guys were quite nice; this rating is based on the pricing issue. (14553477)<BR/>","",
00,2,Competitive Pricing,0.8113590263691683,5,4.056795131845842,"","Doug said that they smiled and were friendly.  Doug said that he feels that the pricing is high. (12692680)<BR/>Mr. Noe stated that the only issue, for him, was that the price was high. (14819257)<BR/>",
01,3,Order Accuracy,2.4340770791075053,5,12.170385395537526,"Kermit said they shipped the parts to him and the order was correct. (14553741)<BR/>","",
01,3,Care and Respect From Staff,2.4340770791075053,5,12.170385395537526,"Jim stated the staff is very friendly and knowledgeable . They are always willing to help. (13888804)<BR/>Keith said they have good mechanics. (15272107)<BR/>He stated they are a good bunch of guys and they are knowledgable. (12845976)<BR/>Justin said that good guys there and they take care of his company. (12202004)<BR/>Ladd stated that they have parts in stock, a good staff to work with and he has been doing business with them for a longtime. (14036565)<BR/>He said they are prompt, friendly, and offer very good customer service. (12354681)<BR/>Dylan said that the guys are good and helpful. (12793650)<BR/>Jeff said that the guys were quite nice; this rating is based on the pricing issue. (14553477)<BR/>","",
01,3,Knowledgeable Staff,2.4340770791075053,5,12.170385395537526,"Andre stated they are pretty knowledgeable. (15309934)<BR/>John said that Roy Rodgers in the parts department is exceptional in his knowledge. (14395091)<BR/>Leah stated they are prompt to get the parts to us. She stated the parts staff is very knowledgeable and helpful. (12952762)<BR/>Larry stated they are professional, knowledgeable and provide excellent service. (15152455)<BR/>Jim said XXX Company's knowledgeable parts staff and timely phone response. (12354444)<BR/>Jason stated that's where you go for Cat parts and the parts staff is knowledgeable. (13348171)<BR/>Shane stated the parts staff is very knowledgeable and helpful. He stated they were very speedy with service. (13889306)<BR/>","",
02,3,Care and Respect From Staff,1.9806705643717935,5,9.903352821858967,"Jim stated the staff is very friendly and knowledgeable . They are always willing to help. (13888804)<BR/>Keith said they have good mechanics. (15272107)<BR/>He stated they are a good bunch of guys and they are knowledgable. (12845976)<BR/>Justin said that good guys there and they take care of his company. (12202004)<BR/>Ladd stated that they have parts in stock, a good staff to work with and he has been doing business with them for a longtime. (14036565)<BR/>He said they are prompt, friendly, and offer very good customer service. (12354681)<BR/>Dylan said that the guys are good and helpful. (12793650)<BR/>Jeff said that the guys were quite nice; this rating is based on the pricing issue. (14553477)<BR/>","",
02,3,Parts Availability,1.9806705643717935,5,9.903352821858967,"Tim stated the parts are available and they access them quickly. (13115448)<BR/>William stated XXX Company is efficient, parts are available and the service is good. (13348524)<BR/>Sam said that the parts guy, whose name he could not recall, had parts numbers memorized and all parts were available. (12549888)<BR/>Darrell stated that  the parts are readily available and come arrive the next day. (12692259)<BR/>","",
02,3,Competitive Pricing,1.9806705643717935,5,9.903352821858967,"","Doug said that they smiled and were friendly.  Doug said that he feels that the pricing is high. (12692680)<BR/>Mr. Noe stated that the only issue, for him, was that the price was high. (14819257)<BR/>",
03,3,Care and Respect From Staff,1.6227180527383367,5,8.113590263691684,"Jim stated the staff is very friendly and knowledgeable . They are always willing to help. (13888804)<BR/>Keith said they have good mechanics. (15272107)<BR/>He stated they are a good bunch of guys and they are knowledgable. (12845976)<BR/>Justin said that good guys there and they take care of his company. (12202004)<BR/>Ladd stated that they have parts in stock, a good staff to work with and he has been doing business with them for a longtime. (14036565)<BR/>He said they are prompt, friendly, and offer very good customer service. (12354681)<BR/>Dylan said that the guys are good and helpful. (12793650)<BR/>Jeff said that the guys were quite nice; this rating is based on the pricing issue. (14553477)<BR/>","",
03,3,Parts Availability,1.6227180527383367,5,8.113590263691684,"Tim stated the parts are available and they access them quickly. (13115448)<BR/>William stated XXX Company is efficient, parts are available and the service is good. (13348524)<BR/>Sam said that the parts guy, whose name he could not recall, had parts numbers memorized and all parts were available. (12549888)<BR/>Darrell stated that  the parts are readily available and come arrive the next day. (12692259)<BR/>","",
03,3,Knowledgeable Staff,1.6227180527383367,5,8.113590263691684,"Andre stated they are pretty knowledgeable. (15309934)<BR/>John said that Roy Rodgers in the parts department is exceptional in his knowledge. (14395091)<BR/>Leah stated they are prompt to get the parts to us. She stated the parts staff is very knowledgeable and helpful. (12952762)<BR/>Larry stated they are professional, knowledgeable and provide excellent service. (15152455)<BR/>Jim said XXX Company's knowledgeable parts staff and timely phone response. (12354444)<BR/>Jason stated that's where you go for Cat parts and the parts staff is knowledgeable. (13348171)<BR/>Shane stated the parts staff is very knowledgeable and helpful. He stated they were very speedy with service. (13889306)<BR/>","",
04,4,Order Accuracy,3.2454361054766734,5,16.227180527383368,"Kermit said they shipped the parts to him and the order was correct. (14553741)<BR/>","",
04,4,Care and Respect From Staff,3.2454361054766734,5,16.227180527383368,"Jim stated the staff is very friendly and knowledgeable . They are always willing to help. (13888804)<BR/>Keith said they have good mechanics. (15272107)<BR/>He stated they are a good bunch of guys and they are knowledgable. (12845976)<BR/>Justin said that good guys there and they take care of his company. (12202004)<BR/>Ladd stated that they have parts in stock, a good staff to work with and he has been doing business with them for a longtime. (14036565)<BR/>He said they are prompt, friendly, and offer very good customer service. (12354681)<BR/>Dylan said that the guys are good and helpful. (12793650)<BR/>Jeff said that the guys were quite nice; this rating is based on the pricing issue. (14553477)<BR/>","",
04,4,Parts Availability,3.2454361054766734,5,16.227180527383368,"Tim stated the parts are available and they access them quickly. (13115448)<BR/>William stated XXX Company is efficient, parts are available and the service is good. (13348524)<BR/>Sam said that the parts guy, whose name he could not recall, had parts numbers memorized and all parts were available. (12549888)<BR/>Darrell stated that  the parts are readily available and come arrive the next day. (12692259)<BR/>","",
04,4,Knowledgeable Staff,3.2454361054766734,5,16.227180527383368,"Andre stated they are pretty knowledgeable. (15309934)<BR/>John said that Roy Rodgers in the parts department is exceptional in his knowledge. (14395091)<BR/>Leah stated they are prompt to get the parts to us. She stated the parts staff is very knowledgeable and helpful. (12952762)<BR/>Larry stated they are professional, knowledgeable and provide excellent service. (15152455)<BR/>Jim said XXX Company's knowledgeable parts staff and timely phone response. (12354444)<BR/>Jason stated that's where you go for Cat parts and the parts staff is knowledgeable. (13348171)<BR/>Shane stated the parts staff is very knowledgeable and helpful. He stated they were very speedy with service. (13889306)<BR/>","",
05,4,Service Completed Successfully,3.2085561497326203,5,16.0427807486631,"He stated they do everything well. (14976525)<BR/>He stated that they do everything well. (13888889)<BR/>He stated they do everything well and are helpful. (13194652)<BR/>","",
05,4,Care and Respect From Staff,3.2085561497326203,5,16.0427807486631,"Jim stated the staff is very friendly and knowledgeable . They are always willing to help. (13888804)<BR/>Keith said they have good mechanics. (15272107)<BR/>He stated they are a good bunch of guys and they are knowledgable. (12845976)<BR/>Justin said that good guys there and they take care of his company. (12202004)<BR/>Ladd stated that they have parts in stock, a good staff to work with and he has been doing business with them for a longtime. (14036565)<BR/>He said they are prompt, friendly, and offer very good customer service. (12354681)<BR/>Dylan said that the guys are good and helpful. (12793650)<BR/>Jeff said that the guys were quite nice; this rating is based on the pricing issue. (14553477)<BR/>","",
05,4,Parts Availability,3.2085561497326203,5,16.0427807486631,"Tim stated the parts are available and they access them quickly. (13115448)<BR/>William stated XXX Company is efficient, parts are available and the service is good. (13348524)<BR/>Sam said that the parts guy, whose name he could not recall, had parts numbers memorized and all parts were available. (12549888)<BR/>Darrell stated that  the parts are readily available and come arrive the next day. (12692259)<BR/>","",
